Ingredients,TAG,DATA,속성,DATA 속성,DATA 세부속성
SWEET POTATOES,Matching,ham,,,
SWEET POTATOES,Matching,hazelnuts,,,
SWEET POTATOES,Matching,honey,,,
SWEET POTATOES,Matching,kale,,,
SWEET POTATOES,Matching,ketchup,,,
SWEET POTATOES,Matching,leeks,,,
SWEET POTATOES,Matching,"lemon: juice, zest",,Citrus,LEMON
SWEET POTATOES,Matching,"lime, juice",,Citrus,LIME
SWEET POTATOES,Matching,"liqueurs: nut, orange",,ALCOCHOL,LIQUEURS
SWEET POTATOES,Matching,maple syrup,,,
SWEET POTATOES,Matching,"meats, esp. roasted",,,
SWEET POTATOES,Matching,molasses,,,
SWEET POTATOES,Matching,"mushrooms, chanterelle",,,
SWEET POTATOES,Matching,"mustard, esp. Dijon",,,
SWEET POTATOES,Matching,NUTMEG,,,
SWEET POTATOES,Matching,oatmeal,,,
SWEET POTATOES,Matching,"oil: nut, peanut, sesame",,oil,
SWEET POTATOES,Matching,olive oil,,Olive oil,
SWEET POTATOES,Matching,"onions, esp. red",,,
SWEET POTATOES,Matching,"ORANGE: juice, zest",,Citrus,ORANGE
SWEET POTATOES,Matching,"paprika, smoked",,,
SWEET POTATOES,Matching,"parsley, flat-leaf",,,
SWEET POTATOES,Matching,peanuts,,,
SWEET POTATOES,Matching,pears,,,
SWEET POTATOES,Matching,pecans,,,
SWEET POTATOES,Matching,"pepper black, white",,,
SWEET POTATOES,Matching,persimmons,,,
SWEET POTATOES,Matching,pineapple,,,
SWEET POTATOES,Matching,pork,,,
SWEET POTATOES,Matching,"potatoes: new, red",,,
SWEET POTATOES,Matching,"poultry, esp. roasted",,,
SWEET POTATOES,Matching,prosciutto,,,
SWEET POTATOES,Matching,pumpkin,,,
SWEET POTATOES,Matching,pumpkin seeds,,,
SWEET POTATOES,Matching,raisins,,,
SWEET POTATOES,Matching,red pepper flakes,,,
SWEET POTATOES,Matching,rosemary,,,
SWEET POTATOES,Matching,rum,,RUM,
SWEET POTATOES,Matching,sage,,,
SWEET POTATOES,Matching,"salt, kosher",,,
SWEET POTATOES,Matching,"sausage: andouille, chorizo",,,
SWEET POTATOES,Matching,sesame seeds,,,
SWEET POTATOES,Matching,sour cream,,,
SWEET POTATOES,Matching,"stock, chicken",,,
SWEET POTATOES,Matching,"SUGAR, BROWN",,,
SWEET POTATOES,Matching,tarragon,,,
SWEET POTATOES,Matching,thyme,,,
SWEET POTATOES,Matching,tomatoes,,,
SWEET POTATOES,Matching,vanilla,,,
SWEET POTATOES,Matching,"vinegar balsamic, cider",,Vinegar,
SWEET POTATOES,Matching,walnuts,,,
SWEET POTATOES,Matching,whiskey,,Whiskey,
SWEET POTATOES,Matching,"wine, sweet",,Wine,
SWEET POTATOES,Matching,Worcestershire sauce,,,
SWEET POTATOES,Matching,yogurt,,,
SWEET POTATOES,Flavor Affinities,sweet potatoes + allspice + cinnamon + ginger,,,
SWEET POTATOES,Flavor Affinities,sweet potatoes + apples + sage,,,
SWEET POTATOES,Flavor Affinities,sweet potatoes + bacon + onions + rosemary,,,
SWEET POTATOES,Flavor Affinities,sweet potatoes + chile peppers + lemon zest,,Citrus,LEMON
SWEET POTATOES,Flavor Affinities,sweet potatoes + chorizo sausage + orange,,Citrus,ORANGE
SWEET POTATOES,Flavor Affinities,sweet potatoes + cilantro + lime juice,,Citrus,LIME
SWEET POTATOES,Flavor Affinities,sweet potatoes + kale + prosciutto,,,
SWEET POTATOES,Flavor Affinities,sweet potatoes + maple syrup + pecans,,,
SWEET POTATOES,Dishes,"Sweet Potato, Feta, and Smoked Paprika Tortilla with Minted Lemon Raita — Brad Farmerie, Public (New York City)",,Citrus,LEMON
SWEET POTATOES,Dishes,"Warm Sweet Potato Cake with Cranberries and Dates — Johnny luzzini, pastry chef, Jean Georges (New York City)",,,
SWEET POTATOES,Dishes,"Szechuan Peppercorn and Salt-Roasted Sweet Potato Skewers with Sweet-Hot Mustard Sauce — Monica Pope, Tafia (Houston)",,,
SWISS CHARD (See Chard),NON,,,,
"SWORDFISH",Season,early summer-early autumn,,,
"SWORDFISH",Weight,heavy,,,
"SWORDFISH",Volume,quiet-moderate,,,
"SWORDFISH",Techniques,"braise, broil, grill, poach, saute, sear, steam, stir-fry",,,
"SWORDFISH",Matching,"apples, esp. Granny Smith",,,
"SWORDFISH",Matching,bacon,,,
"SWORDFISH",Matching,basil,,,
"SWORDFISH",Matching,bay leaf,,,
"SWORDFISH",Matching,"beans, white",,,
"SWORDFISH",Matching,bread crumbs,,,
"SWORDFISH",Matching,butter,,,
"SWORDFISH",Matching,capers,,,
"SWORDFISH",Matching,caponata,,,
"SWORDFISH",Matching,carrots,,,
"SWORDFISH",Matching,cayenne,,,
"SWORDFISH",Matching,celery,,,
"SWORDFISH",Matching,chili powder,,,
"SWORDFISH",Matching,cilantro,,,
"SWORDFISH",Matching,coconut milk,,,
"SWORDFISH",Matching,coriander,,,
"SWORDFISH",Matching,cream,,,
"SWORDFISH",Matching,cumin,,,
"SWORDFISH",Matching,currants,,,
"SWORDFISH",Matching,curry,,,
"SWORDFISH",Matching,fennel,,,
"SWORDFISH",Matching,garlic,,,
"SWORDFISH",Matching,"lemon: juice, zest",,Citrus,LEMON
"SWORDFISH",Matching,"lemon, preserved",,Citrus,LEMON
"SWORDFISH",Matching,lemongrass,,Citrus,LEMON
"SWORDFISH",Matching,"lime: juice, leaf (kaffir), zest",,Citrus,LIME
"SWORDFISH",Matching,mint,,,
"SWORDFISH",Matching,"OIL, com",,oil,
"SWORDFISH",Matching,olive oil,,Olive oil,
"SWORDFISH",Matching,"olives, esp. black",,,
"SWORDFISH",Matching,"onions, esp. pearl",,,
"SWORDFISH",Matching,"orange, juice",,Citrus,ORANGE
"SWORDFISH",Matching,oregano,,,
"SWORDFISH",Matching,"parsley, flat-leaf",,,
"SWORDFISH",Matching,"pepper: black, red",,,
"SWORDFISH",Matching,pineapple,,,
"SWORDFISH",Matching,pine nuts,,,
"SWORDFISH",Matching,pistou,,,
"SWORDFISH",Matching,potatoes,,,
"SWORDFISH",Matching,red pepper flakes,,,
"SWORDFISH",Matching,rosemary,,,
"SWORDFISH",Matching,saffron,,,
"SWORDFISH",Matching,"salt: kosher, sea",,,
"SWORDFISH",Matching,scallions,,,
"SWORDFISH",Matching,shallots,,,
"SWORDFISH",Matching,star anise,,,
"SWORDFISH",Matching,"stocks: chicken, fish, shrimp",,Stocks,
"SWORDFISH",Matching,Tabasco sauce,,,
"SWORDFISH",Matching,tomatoes and tomato sauce,,,
"SWORDFISH",Matching,"vinegar, balsamic",,Vinegar,
"SWORDFISH",Matching,"wine, dry white",,Wine,
"SWORDFISH",Dishes,"Seared Swordfish with Lemon and Caper Shallot Dressing — David Bouley, Bouley (New York City)",,Citrus,LEMON
"SWORDFISH",Dishes,"Swordfish with Eggplant Caviar and Teardrop Tomato Salad — Gabriel Kreuther, The Modem (New York City)",,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Volume,loud,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Techniques,"braise, pickle, roast, simmer, steam, stir-fry",CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,bamboo shoots,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,beef,CUISINE,beef,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,"cabbage, Chinese",CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,chicken,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,chile peppers,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,chili paste,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,duck,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,garlic,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,ginger,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,"meats, smoked",CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,peanuts,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,PORK,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,soy sauce,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,*SZECHUAN PEPPER,CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,"tangerine peel, dried",CUISINE,,
"SZECHUAN CUISINE
(See also Chinese Cuisine)",Matching,"wine, rice",CUISINE,Wine,
SZECHUAN PEPPER,Taste,"sour, hot, pungent",SPICE,,
SZECHUAN PEPPER,Weight,light-medium,SPICE,,
SZECHUAN PEPPER,Volume,loud,SPICE,,
SZECHUAN PEPPER,Tips,Add at the end ofthe cooking process,SPICE,,
SZECHUAN PEPPER,Matching,Asian cuisines,SPICE,,
SZECHUAN PEPPER,Matching,"beans, black",SPICE,,
SZECHUAN PEPPER,Matching,chicken,SPICE,,
SZECHUAN PEPPER,Matching,chile peppers,SPICE,,
SZECHUAN PEPPER,Matching,Chinese cuisine,SPICE,,
SZECHUAN PEPPER,Matching,curry powder,SPICE,,
SZECHUAN PEPPER,Matching,duck,SPICE,,
SZECHUAN PEPPER,Matching,five-spice powder (key ingredient),SPICE,,
SZECHUAN PEPPER,Matching,fried dishes,SPICE,,
SZECHUAN PEPPER,Matching,"fruits, citrus",,Citrus,
SZECHUAN PEPPER,Matching,game,SPICE,,
SZECHUAN PEPPER,Matching,game birds,SPICE,,
SZECHUAN PEPPER,Matching,garlic,SPICE,,
SZECHUAN PEPPER,Matching,ginger,SPICE,,
SZECHUAN PEPPER,Matching,grilled dishes,SPICE,,
SZECHUAN PEPPER,Matching,honey,SPICE,,
SZECHUAN PEPPER,Matching,lemon,,Citrus,LEMON
SZECHUAN PEPPER,Matching,lime,,Citrus,LIME
SZECHUAN PEPPER,Matching,"meats, esp. fattier",SPICE,,
SZECHUAN PEPPER,Matching,mushrooms,SPICE,,
SZECHUAN PEPPER,Matching,onions,SPICE,,
SZECHUAN PEPPER,Matching,orange,,Citrus,ORANGE
SZECHUAN PEPPER,Matching,"peppercorns: black, green, white",SPICE,,
SZECHUAN PEPPER,Matching,pork,SPICE,,
SZECHUAN PEPPER,Matching,quail,SPICE,,
SZECHUAN PEPPER,Matching,salt,SPICE,,
SZECHUAN PEPPER,Matching,scallions,SPICE,,
SZECHUAN PEPPER,Matching,"sesame: oil, seeds",SPICE,oil,
SZECHUAN PEPPER,Matching,soy sauce,SPICE,,
SZECHUAN PEPPER,Matching,squid,SPICE,,
SZECHUAN PEPPER,Matching,star anise,SPICE,,
SZECHUAN PEPPER,Matching,stir-fried dishes,SPICE,,
SZECHUAN PEPPER,Matching,Tibetan cuisine,SPICE,,
SZECHUAN PEPPER,Flavor Affinities,Szechuan pepper + ginger + star anise,SPICE,,
TAMARIND,Season,spring-early summer,,,
TAMARIND,Taste,sour,,,
TAMARIND,Weight,medium,,,
TAMARIND,Volume,moderate-loud,,,
TAMARIND,Tips,Add at the beginning oftire cooking process.,,,
TAMARIND,Matching,African cuisine,,,
TAMARIND,Matching,allspice,,,
TAMARIND,Matching,almonds,,,
TAMARIND,Matching,Asian cuisines,,,
TAMARIND,Matching,bananas,,,
TAMARIND,Matching,beans,,,
TAMARIND,Matching,"beverages, esp. fruit",,,
TAMARIND,Matching,cabbage,,,
TAMARIND,Matching,cardamom,,,
TAMARIND,Matching,Central American cuisine,,,
TAMARIND,Matching,chicken,,,
TAMARIND,Matching,chickpeas,,,
TAMARIND,Matching,"chile peppers, esp. Thai",,,
TAMARIND,Matching,chili powder,,,
TAMARIND,Matching,Chinese cuisine,,,
TAMARIND,Matching,chutneys,,,
TAMARIND,Matching,cilantro,,,
TAMARIND,Matching,cinnamon,,,
TAMARIND,Matching,cloves,,,
TAMARIND,Matching,coconut and coconut milk,,,
TAMARIND,Matching,coriander,,,
TAMARIND,Matching,cumin,,,
TAMARIND,Matching,"curries, curry paste, curry powder",,,
TAMARIND,Matching,dates,,,
TAMARIND,Matching,duck,,,
TAMARIND,Matching,fennel seeds,,,
TAMARIND,Matching,fenugreek,,,
TAMARIND,Matching,fish,,,
TAMARIND,Matching,fish sauce,,,
TAMARIND,Matching,fruits,,,
TAMARIND,Matching,game,,,
TAMARIND,Matching,garlic,,,
TAMARIND,Matching,ginger,,,
TAMARIND,Matching,greens,,,
TAMARIND,Matching,honey,,,
TAMARIND,Matching,INDIAN CUISINE,,,
TAMARIND,Matching,Indonesian cuisine,,,
TAMARIND,Matching,Jamaican cuisine,,,
TAMARIND,Matching,lamb,,,
TAMARIND,Matching,Latin American cuisine,,,
TAMARIND,Matching,lentils,,,
TAMARIND,Matching,"lime, juice",,Citrus,LIME
TAMARIND,Matching,mangoes,,,
TAMARIND,Matching,marinades,,,
TAMARIND,Matching,meats,,,
TAMARIND,Matching,Middle Eastern cuisine,,,
TAMARIND,Matching,mint,,,
TAMARIND,Matching,mushrooms,,,
TAMARIND,Matching,mustard,,,
TAMARIND,Matching,"oil, grapeseed",,oil,
TAMARIND,Matching,"onions, red",,,
TAMARIND,Matching,orange,,Citrus,ORANGE
TAMARIND,Matching,paprika,,,
TAMARIND,Matching,peaches,,,
TAMARIND,Matching,peanuts,,,
TAMARIND,Matching,pears,,,
TAMARIND,Matching,"pepper, black",,,
TAMARIND,Matching,pineapple,,,
TAMARIND,Matching,pork,,,
TAMARIND,Matching,potatoes,,,
TAMARIND,Matching,poultry,,,
TAMARIND,Matching,rice,,,
TAMARIND,Matching,sauces,,,
TAMARIND,Matching,scallops,,,
TAMARIND,Matching,sea bass,,,
TAMARIND,Matching,shellfish,,,
TAMARIND,Matching,shrimp,,,
TAMARIND,Matching,soups,,,
TAMARIND,Matching,Southeast Asian cuisine,,,
TAMARIND,Matching,soy sauce,,,
TAMARIND,Matching,star anise,,,
TAMARIND,Matching,stews,,,
TAMARIND,Matching,"sugar: brown, palm, white",,,
TAMARIND,Matching,Thai basil,,,
TAMARIND,Matching,Thai cuisine,,,
TAMARIND,Matching,turmeric,,,
TAMARIND,Matching,vegetables,,,
TAMARIND,Matching,vinaigrette,,,
TAMARIND,Matching,Worcestershire sauce (key ingredient),,,
TAMARIND,Matching,yogurt,,,
TAMARIND,Flavor Affinities,tamarind + chicken + yogurt,,,
"TANGERINES (see Oranges,
Mandarin)",NON,,"CITRUS/POMELO,etc",,
TARRAGON,Season,late spring-summer,,,
TARRAGON,Taste,sweet,,,
TARRAGON,Weight,light,,,
TARRAGON,Volume,loud,,,
TARRAGON,Tips,Add at the end ofthe cooking process,,,
TARRAGON,Matching,"acidic foods and flavors (e.g., citrus)",,Citrus,
TARRAGON,Matching,anise,,,
TARRAGON,Matching,apples,,,
TARRAGON,Matching,apricots,,,
TARRAGON,Matching,artichokes,,,
TARRAGON,Matching,asparagus,,,
TARRAGON,Matching,basil (say some),,,
TARRAGON,Matching,bass,,,
TARRAGON,Matching,bay leaf,,,
TARRAGON,Matching,"beans, green",,,
TARRAGON,Matching,beef,,beef,
TARRAGON,Matching,beets,,,
TARRAGON,Matching,broccoli,,,
TARRAGON,Matching,capers,,,
TARRAGON,Matching,carrots,,,
TARRAGON,Matching,cauliflower,,,
TARRAGON,Matching,celery seeds,,,
TARRAGON,Matching,"cheese, esp. goat, ricotta",,Cheese,
TARRAGON,Matching,chervil,,,
TARRAGON,Matching,*CHICKEN,,,
TARRAGON,Matching,chives,,,
TARRAGON,Matching,chocolate,,,
TARRAGON,Matching,corn,,,
TARRAGON,Matching,crab and crab cakes,,,
TARRAGON,Matching,cream,,,
TARRAGON,Matching,creme fraiche,,,
TARRAGON,Matching,dill,,,
TARRAGON,Matching,"EGGS AND EGG DISHES (e.g., omelets), egg salad",,,
TARRAGON,Matching,fennel bulb,,,
TARRAGON,Matching,fennel seeds,,,
TARRAGON,Matching,fines herbes (key ingredient),,,
TARRAGON,Matching,FISH,,,
TARRAGON,Matching,French cuisine,,,
TARRAGON,Matching,game,,,
TARRAGON,Matching,game birds,,,
TARRAGON,Matching,garlic,,,
TARRAGON,Matching,grapefruit,,Citrus,
TARRAGON,Matching,"greens, bitter",,,
TARRAGON,Matching,halibut,,,
TARRAGON,Matching,leeks,,,
TARRAGON,Matching,"LEMON, JUICE",,Citrus,LEMON
TARRAGON,Matching,"lemon herbs (balm, thyme, verbena)",,Citrus,LEMON
TARRAGON,Matching,lentils,,,
TARRAGON,Matching,"lettuces (e.g., frisee)",,,
TARRAGON,Matching,lime,,Citrus,LIME
TARRAGON,Matching,lobster,,,
TARRAGON,Matching,lovage,,,
TARRAGON,Matching,marjoram,,,
TARRAGON,Matching,mayonnaise,,,
TARRAGON,Matching,"meats, white",,,
TARRAGON,Matching,melon,,,
TARRAGON,Matching,mint,,,
TARRAGON,Matching,mushrooms,,,
TARRAGON,Matching,mussels,,,
TARRAGON,Matching,"mustard: Dijon, Chinese (ingredient and complement)",,,
TARRAGON,Matching,olive oil,,Olive oil,
TARRAGON,Matching,onions,,,
TARRAGON,Matching,"orange, juice",,Citrus,ORANGE
TARRAGON,Matching,oysters,,,
TARRAGON,Matching,paprika,,,
TARRAGON,Matching,PARSLEY,,,
TARRAGON,Matching,pasta,,,
TARRAGON,Matching,peaches,,,
TARRAGON,Matching,peas,,,
TARRAGON,Matching,"pepper, black",,,
TARRAGON,Matching,Pernod,,,
TARRAGON,Matching,pork,,,
TARRAGON,Matching,potatoes,,,
TARRAGON,Matching,poultry,,,
TARRAGON,Matching,rabbit,,,
TARRAGON,Matching,radishes,,,
TARRAGON,Matching,rice,,,
TARRAGON,Matching,"salads (e.g., fruit, green) and salad dressings",,,
TARRAGON,Matching,salmon,,,
TARRAGON,Matching,salsify,,,
TARRAGON,Matching,"sauces, e.g., BEARNAISE (key ingredient), creamy, hollandaise, tartar",,,
TARRAGON,Matching,savory,,,
TARRAGON,Matching,scallops,,,
TARRAGON,Matching,shallots,,,
TARRAGON,Matching,SHELLFISH,,,
TARRAGON,Matching,shrimp,,,
TARRAGON,Matching,sole,,,
TARRAGON,Matching,soups,,,
TARRAGON,Matching,sorrel,,,
TARRAGON,Matching,soy sauce,,,
TARRAGON,Matching,spinach,,,
TARRAGON,Matching,"squash, summer",,,
TARRAGON,Matching,steaks,,,
TARRAGON,Matching,"stock, vegetable",,,
TARRAGON,Matching,stuffings,,,
TARRAGON,Matching,TOMATOES,,,
TARRAGON,Matching,veal,,,
TARRAGON,Matching,vegetables,,,
TARRAGON,Matching,vinaigrette,,,
TARRAGON,Matching,"VINEGAR, esp. champagne, sherry, white wine",,Vinegar,
TARRAGON,Matching,"wine, red",,Wine,
TARRAGON,AVOID,basil (say some),,,
TARRAGON,AVOID,desserts,,,
TARRAGON,AVOID,oregano,,,
TARRAGON,AVOID,rosemary,,,
TARRAGON,AVOID,sage,,,
TARRAGON,AVOID,savory,,,
TARRAGON,AVOID,sweet dishes,,,
TARRAGON,Flavor Affinities,tarragon + anise + celery seeds,,,
TARRAGON,Flavor Affinities,tarragon + chicken + lemon,,Citrus,LEMON
TARRAGON,Flavor Affinities,tarragon + orange + seafood,,Citrus,ORANGE
TARRAGON,Matching,zucchini,,,
TARRAGON,Coment,"The flavor oftarragon is fabulous. You get the flavor of Provence and of fennel ... it is wonderful. I use it a lot, but you have to be careful. Most people chop tarragon too thin and it oxidizes before it goes into the dish. You want to just cut it into three pieces, and that’s it. Chop, chop, chop — that's it. Otherwise, between the knife and the cutting board, it will oxidize and give the herb a bad taste. — MICHEL RICHARD, CITRONELLE (WASHINGTON, DC)",,,
TARRAGON,Coment,"I like tarragon when it is used in moderation. It is a fairly particular and strong herb, and for that reason it doesn’t have the same applications as other herbs. It is good in a lot ofthings, such as with fish and chicken — and you can’t make bearnaise without it! — DAVID WALTUCK, CHANTERELLE (NEW YORK CITY)",,,
TARRAGON,Coment,"Tarragon is my all-time favorite herb. I like the licorice flavor and the light perfume ofthe herb. This is an herb that marries well with other flavors. We serve a dish right now offlounder, white corn, and sugar snap peas with tarragon butter that is delicious. — MARCEL DESAULNIERS, THE TRELLIS (WILLIAMSBURG, VIRGINIA)",,,
TARRAGON,Coment,"Tarragon is best on its own [as opposed to combined with other herbs], . . . Tarragon works with muskmelon. — JERRY TRAUNFELD, THE HERBFARM (WOODINVILLE, WASHINGTON)",,,
TECHNIQUES,Coment,"We believe that food preparation is 60 percent ingredients and 40 percent technique. — DOMINIQUE AND CINDY DUBY, WILD SWEETS (VANCOUVER)",,,
TECHNIQUES,Coment,"I find it a bit ofa nightmare to find quality fruit and vegetables in this country. I think that for this reason technique began to be the primary driving force for a new dish. — HESTON BLUMENTHAL, THE FAT DUCK (ENGLAND)",,,
TEQUILA,Weight,medium,ALCOCHOL,,
TEQUILA,Volume,moderate,ALCOCHOL,,
TEQUILA,Matching,chile peppers,ALCOCHOL,,
TEQUILA,Matching,cilantro,ALCOCHOL,,
TEQUILA,Matching,Cointreau,ALCOCHOL,,
TEQUILA,Matching,fruit juice,ALCOCHOL,,
TEQUILA,Matching,ginger,ALCOCHOL,,
TEQUILA,Matching,grenadine,ALCOCHOL,,
TEQUILA,Matching,"lemon, juice",ALCOCHOL,Citrus,LEMON
TEQUILA,Matching,"LIME, JUICE",ALCOCHOL,Citrus,LIME
TEQUILA,Matching,MEXICAN CUISINE,ALCOCHOL,,
TEQUILA,Matching,"orange, juice",ALCOCHOL,Citrus,ORANGE
TEQUILA,Matching,"pomegranate, juice",ALCOCHOL,,
TEQUILA,Matching,sage,ALCOCHOL,,
TEQUILA,Matching,salt,ALCOCHOL,,
TEQUILA,Matching,sugar,ALCOCHOL,,
TEQUILA,Matching,"vermouth: dry, sweet",ALCOCHOL,,
TEQUILA,Flavor Affinities,tequila + cilantro + lime,ALCOCHOL,Citrus,LIME
TEQUILA,Flavor Affinities,tequila + Cointreau + lime juice + pomegranate juice,ALCOCHOL,Citrus,LIME
TEQUILA,Flavor Affinities,tequila + Cointreau + lime juice + sage,ALCOCHOL,Citrus,LIME
TEQUILA,Flavor Affinities,tequila + lime juice + salt,ALCOCHOL,Citrus,LIME
"TEX-MEX CUISINE
(See Mexican Cuisine, Southwestern Cuisine)",NON,,CUISINE,,
"THAI CUISINE",Tips,Authentic Thai cuisine strives for a balance ofhot + sour + salty + sweet,CUISINE,,
"THAI CUISINE",Matching,"basil, Thai",CUISINE,,
"THAI CUISINE",Matching,bell peppers,CUISINE,,
"THAI CUISINE",Matching,CHILE PEPPERS,CUISINE,,
"THAI CUISINE",Matching,cilantro,CUISINE,,
"THAI CUISINE",Matching,coconut,CUISINE,,
"THAI CUISINE",Matching,coriander,CUISINE,,
"THAI CUISINE",Matching,cumin,CUISINE,,
"THAI CUISINE",Matching,curries,CUISINE,,
"THAI CUISINE",Matching,fish,CUISINE,,
"THAI CUISINE",Matching,fish sauce,CUISINE,,
"THAI CUISINE",Matching,garlic,CUISINE,,
"THAI CUISINE",Matching,ginger,CUISINE,,
"THAI CUISINE",Matching,"herbs, fresh",CUISINE,,
"THAI CUISINE",Matching,lemongrass,CUISINE,Citrus,LEMON
"THAI CUISINE",Matching,lime,CUISINE,Citrus,LIME
"THAI CUISINE",Matching,mint,CUISINE,,
"THAI CUISINE",Matching,"noodles, as in Pad Thai",CUISINE,,
"THAI CUISINE",Matching,peanuts,CUISINE,,
"THAI CUISINE",Matching,rice,CUISINE,,
"THAI CUISINE",Matching,shrimp paste,CUISINE,,
"THAI CUISINE",Matching,sugar,CUISINE,,
"THAI CUISINE",Matching,turmeric,CUISINE,,
"THAI CUISINE",Matching,vegetables,CUISINE,,
"THAI CUISINE",Flavor Affinities,chile peppers + cilantro + coconut milk,CUISINE,,
"THAI CUISINE",Flavor Affinities,chile peppers + curry,CUISINE,,
"THAI CUISINE",Flavor Affinities,chile peppers + curry + fish sauce,CUISINE,,
"THAI CUISINE",Flavor Affinities,chile peppers + curry + peanuts,CUISINE,,
"THAI CUISINE",Flavor Affinities,chile peppers + fish sauce,CUISINE,,
"THAI CUISINE",Flavor Affinities,chile peppers + garlic,CUISINE,,
"THAI CUISINE",Flavor Affinities,chile peppers + peanuts,CUISINE,,
THYME,Season,early summer,,,
THYME,Weight,medium,,,
THYME,Volume,moderate-loud,,,
THYME,Tips,Add at the beginning ofthe cooking process; use dried or fresh.,,,
THYME,Matching,allspice,,,
THYME,Matching,apples,,,
THYME,Matching,bacon,,,
THYME,Matching,basil,,,
THYME,Matching,BAY LEAF,,,
THYME,Matching,"beans, esp. dried, green",,,
THYME,Matching,beef,,beef,
THYME,Matching,beer,,Beer,
THYME,Matching,bell peppers,,,
THYME,Matching,"bouquet garni (key ingredient, along with bay leaf, marjoram, parsley)",,,
THYME,Matching,braised dishes,,,
THYME,Matching,bread and other baked goods,,,
THYME,Matching,broccoli,,,
THYME,Matching,Brussels sprouts,,,
THYME,Matching,cabbage,,,
THYME,Matching,caramel,,,
THYME,Matching,carrots,,,
THYME,Matching,casseroles,,,
THYME,Matching,celery,,,
THYME,Matching,"CHEESE: FRESH, GOAT",,Cheese,
THYME,Matching,"CHICKEN, esp. roasted",,,
THYME,Matching,chile peppers,,,
THYME,Matching,chives,,,
THYME,Matching,"chowders, clam",,,
THYME,Matching,cloves,,,
THYME,Matching,cod,,,
THYME,Matching,coriander,,,
THYME,Matching,corn,,,
THYME,Matching,cranberries,,,
THYME,Matching,curries,,,
THYME,Matching,dates,,,
THYME,Matching,dill,,,
THYME,Matching,eggplant,,,
THYME,Matching,eggs and egg dishes,,,
THYME,Matching,fennel,,,
THYME,Matching,figs,,,
THYME,Matching,corn,,,
THYME,Matching,cranberries,,,
THYME,Matching,curries,,,
THYME,Matching,dates,,,
THYME,Matching,dill,,,
THYME,Matching,eggplant,,,
THYME,Matching,eggs and egg dishes,,,
THYME,Matching,fennel,,,
THYME,Matching,figs,,,
THYME,Matching,FISH,,,
THYME,Matching,French cuisine,,,
THYME,Matching,"fruits, dried",,,
THYME,Matching,game,,,
THYME,Matching,garlic,,,
THYME,Matching,Greek cuisine,,,
THYME,Matching,gumbos,,,
THYME,Matching,herbes de Provence (ingredient),,,
THYME,Matching,honey,,,
THYME,Matching,Italian cuisine,,,
THYME,Matching,Jamaican cuisine,,,
THYME,Matching,jerk seasoning,,,
THYME,Matching,"lamb, esp. grilled, roasted",,,
THYME,Matching,lavender,,,
THYME,Matching,leeks,,,
THYME,Matching,legumes,,,
THYME,Matching,lemon,,Citrus,LEMON
THYME,Matching,lemon verbena,,Citrus,LEMON
THYME,Matching,lentils,,,
THYME,Matching,lovage,,,
THYME,Matching,marinades,,,
THYME,Matching,marjoram,,,
THYME,Matching,MEATS and meat loaf,,,
THYME,Matching,Mediterranean cuisine,,,
THYME,Matching,Middle Eastern cuisine,,,
THYME,Matching,mint,,,
THYME,Matching,mole sauce,,,
THYME,Matching,MUSHROOMS,,,
THYME,Matching,mustard,,,
THYME,Matching,nutmeg,,,
THYME,Matching,olive oil,,Olive oil,
THYME,Matching,ONIONS,,,
THYME,Matching,orange,,Citrus,ORANGE
THYME,Matching,oregano,,,
THYME,Matching,"oysters, esp. stewed",,,
THYME,Matching,paprika,,,
THYME,Matching,parsley,,,
THYME,Matching,parsnips,,,
THYME,Matching,pasta and pasta sauces,,,
THYME,Matching,pates,,,
THYME,Matching,pears,,,
THYME,Matching,peas,,,
THYME,Matching,pepper,,,
THYME,Matching,"pork, esp. roasted",,,
THYME,Matching,POTATOES,,,
THYME,Matching,poultry,,,
THYME,Matching,rabbit,,,
THYME,Matching,rice,,,
THYME,Matching,roasts,,,
THYME,Matching,ROSEMARY,,,
THYME,Matching,sage,,,
THYME,Matching,salads and salad dressings,,,
