Ingredients,DATA
SHISO LEAF,apples
SHISO LEAF,avocados
SHISO LEAF,basil
SHISO LEAF,beef
SHISO LEAF,cabbage
SHISO LEAF,chicken
SHISO LEAF,chives
SHISO LEAF,clams
SHISO LEAF,crab
SHISO LEAF,cucumbers
SHISO LEAF,"fish, esp. fried or oily"
SHISO LEAF,fried foods
SHISO LEAF,ginger
SHISO LEAF,Japanese cuisine
SHISO LEAF,Korean cuisine
SHISO LEAF,lemon
SHISO LEAF,lemongrass
SHISO LEAF,lime
SHISO LEAF,meat
SHISO LEAF,melon
SHISO LEAF,mint
SHISO LEAF,miso
SHISO LEAF,noodles
SHISO LEAF,onions
SHISO LEAF,orange
SHISO LEAF,parsley
SHISO LEAF,pears
SHISO LEAF,pickles
SHISO LEAF,prawns
SHISO LEAF,radishes
SHISO LEAF,rice
SHISO LEAF,"salads: green, fruit"
SHISO LEAF,sea urchin
SHISO LEAF,seafood
SHISO LEAF,shrimp
SHISO LEAF,soups
SHISO LEAF,soy sauce
SHISO LEAF,sushi and sashimi
SHISO LEAF,tempura
SHISO LEAF,turnips
SHISO LEAF,vinegar
SHISO LEAF,wasabi
SHISO LEAF,yellowtail
SHRIMP (See also Shellfish),allspice
SHRIMP (See also Shellfish),almonds
SHRIMP (See also Shellfish),apples and apple cider
SHRIMP (See also Shellfish),artichokes
SHRIMP (See also Shellfish),arugula
SHRIMP (See also Shellfish),asparagus
SHRIMP (See also Shellfish),avocado
SHRIMP (See also Shellfish),bacon
SHRIMP (See also Shellfish),basil
SHRIMP (See also Shellfish),bay leaf
SHRIMP (See also Shellfish),"beans: black, cranberry, fava, green, white"
SHRIMP (See also Shellfish),beer
SHRIMP (See also Shellfish),"bell peppers, red"
SHRIMP (See also Shellfish),"bonito flakes (e.g., Japanese)"
SHRIMP (See also Shellfish),brandy
SHRIMP (See also Shellfish),"bread crumbs, panko"
SHRIMP (See also Shellfish),brown butter sauce
SHRIMP (See also Shellfish),"butter, unsalted"
SHRIMP (See also Shellfish),"cabbage: green, red"
SHRIMP (See also Shellfish),Cajun cuisine
SHRIMP (See also Shellfish),capers
SHRIMP (See also Shellfish),carrots and carrot juice
SHRIMP (See also Shellfish),caviar
SHRIMP (See also Shellfish),cayenne
SHRIMP (See also Shellfish),celery
SHRIMP (See also Shellfish),celery root
SHRIMP (See also Shellfish),chervil
SHRIMP (See also Shellfish),chicory
SHRIMP (See also Shellfish),"CHILE PEPPERS, e.g., ancho, chipotle, dried red, jalapeno, serrano"
SHRIMP (See also Shellfish),chili oil
SHRIMP (See also Shellfish),chili paste
SHRIMP (See also Shellfish),chili powder
SHRIMP (See also Shellfish),chili sauce
SHRIMP (See also Shellfish),Chinese cuisine
SHRIMP (See also Shellfish),chives
SHRIMP (See also Shellfish),cilantro (garnish)
SHRIMP (See also Shellfish),cinnamon
SHRIMP (See also Shellfish),clams
SHRIMP (See also Shellfish),cloves
SHRIMP (See also Shellfish),"coconut: milk, shredded"
SHRIMP (See also Shellfish),cognac
SHRIMP (See also Shellfish),coriander
SHRIMP (See also Shellfish),corn
SHRIMP (See also Shellfish),CRAB
SHRIMP (See also Shellfish),cream
SHRIMP (See also Shellfish),Creole cuisine
SHRIMP (See also Shellfish),cucumbers
SHRIMP (See also Shellfish),cumin
SHRIMP (See also Shellfish),curry leaf
SHRIMP (See also Shellfish),curry powder or sauce
SHRIMP (See also Shellfish),dill
SHRIMP (See also Shellfish),eggs
SHRIMP (See also Shellfish),endive
SHRIMP (See also Shellfish),fennel
SHRIMP (See also Shellfish),fennelseeds
SHRIMP (See also Shellfish),"fish, white"
SHRIMP (See also Shellfish),"fish sauce, Thai"
SHRIMP (See also Shellfish),*GARLIC
SHRIMP (See also Shellfish),ginger
SHRIMP (See also Shellfish),"greens, esp. beet, dandelion, collard, mustard, turnip"
SHRIMP (See also Shellfish),grits
SHRIMP (See also Shellfish),hazelnut oil
SHRIMP (See also Shellfish),honey
SHRIMP (See also Shellfish),horseradish
SHRIMP (See also Shellfish),Japanese cuisine
SHRIMP (See also Shellfish),kaffir lime leaf
SHRIMP (See also Shellfish),ketchup
SHRIMP (See also Shellfish),Korean cuisine
SHRIMP (See also Shellfish),leeks
SHRIMP (See also Shellfish),"LEMON: juice, zest"
SHRIMP (See also Shellfish),lemongrass
SHRIMP (See also Shellfish),lettuce
SHRIMP (See also Shellfish),"lime: leaves, juice, whole, zest"
SHRIMP (See also Shellfish),lobster
SHRIMP (See also Shellfish),mango
SHRIMP (See also Shellfish),marjoram
SHRIMP (See also Shellfish),mayonnaise
SHRIMP (See also Shellfish),Mediterranean cuisine
SHRIMP (See also Shellfish),"melon, cantaloupe"
SHRIMP (See also Shellfish),Mexican cuisine
SHRIMP (See also Shellfish),mint
SHRIMP (See also Shellfish),mirin
SHRIMP (See also Shellfish),monkfish
SHRIMP (See also Shellfish),"mushrooms, (e.g., chanterelles, shiitakes)"
SHRIMP (See also Shellfish),mussels
SHRIMP (See also Shellfish),"mustard: country, Dijon, dry"
SHRIMP (See also Shellfish),(sauce)
SHRIMP (See also Shellfish),mustard seeds
SHRIMP (See also Shellfish),nutmeg
SHRIMP (See also Shellfish),"OIL: canola, com, grapeseed, peanut, vegetable"
SHRIMP (See also Shellfish),"oil: peanut, sesame (for drizzling)"
SHRIMP (See also Shellfish),Old Bay seasoning
SHRIMP (See also Shellfish),olive oil
SHRIMP (See also Shellfish),"olives, black"
SHRIMP (See also Shellfish),"ONIONS, esp. red, Spanish, white"
SHRIMP (See also Shellfish),"orange: juice, zest"
SHRIMP (See also Shellfish),oregano
SHRIMP (See also Shellfish),oysters
SHRIMP (See also Shellfish),paprika
SHRIMP (See also Shellfish),"parsley, flat-leaf"
SHRIMP (See also Shellfish),pasta
SHRIMP (See also Shellfish),peanuts
SHRIMP (See also Shellfish),"PEPPER: black, white"
SHRIMP (See also Shellfish),pesto
SHRIMP (See also Shellfish),pike
SHRIMP (See also Shellfish),pineapple and pineapple juice
SHRIMP (See also Shellfish),pine nuts
SHRIMP (See also Shellfish),pistachios
SHRIMP (See also Shellfish),pumpkin
SHRIMP (See also Shellfish),radishes
SHRIMP (See also Shellfish),red pepper flakes
SHRIMP (See also Shellfish),"rice (e.g., Arborio, bomba)"
SHRIMP (See also Shellfish),risotto
SHRIMP (See also Shellfish),rosemary
SHRIMP (See also Shellfish),"rum, dark"
SHRIMP (See also Shellfish),saffron
SHRIMP (See also Shellfish),sage
SHRIMP (See also Shellfish),sake
SHRIMP (See also Shellfish),salsa
SHRIMP (See also Shellfish),"SALT: kosher, sea"
SHRIMP (See also Shellfish),"sauce, romesco"
SHRIMP (See also Shellfish),"sausages (e.g., andouille)"
SHRIMP (See also Shellfish),scallions
SHRIMP (See also Shellfish),scallops
SHRIMP (See also Shellfish),"sesame: oil, seeds"
SHRIMP (See also Shellfish),shallots
SHRIMP (See also Shellfish),shiso leaf
SHRIMP (See also Shellfish),snow peas
SHRIMP (See also Shellfish),sour cream
SHRIMP (See also Shellfish),Southern cuisine
SHRIMP (See also Shellfish),soy sauce
SHRIMP (See also Shellfish),spinach
SHRIMP (See also Shellfish),squid
SHRIMP (See also Shellfish),squid ink
SHRIMP (See also Shellfish),star anise
SHRIMP (See also Shellfish),"stocks: chicken, clam, fish, shrimp"
SHRIMP (See also Shellfish),"sugar, brown, white"
SHRIMP (See also Shellfish),sweet potatoes
SHRIMP (See also Shellfish),Tabasco sauce
SHRIMP (See also Shellfish),tarragon
SHRIMP (See also Shellfish),tea sandwiches
SHRIMP (See also Shellfish),tempura
SHRIMP (See also Shellfish),Thai cuisine
SHRIMP (See also Shellfish),"thyme, lemon"
SHRIMP (See also Shellfish),"TOMATOES and tomato paste, sun-dried"
SHRIMP (See also Shellfish),turmeric
SHRIMP (See also Shellfish),vanilla
SHRIMP (See also Shellfish),vermouth
SHRIMP (See also Shellfish),Vietnamese cuisine
SHRIMP (See also Shellfish),vinaigrette
SHRIMP (See also Shellfish),"vinegar: balsamic, rice wine, sherry, tarragon, wine"
SHRIMP (See also Shellfish),wasabi
SHRIMP (See also Shellfish),watercress
SHRIMP (See also Shellfish),"WINE: dry white, rice, Sautemes"
SHRIMP (See also Shellfish),Worcestershire sauce
SHRIMP (See also Shellfish),yogurt
SHRIMP (See also Shellfish),yuzu juice
SHRIMP (See also Shellfish),zucchini
SKATE,almonds
SKATE,anchovies
SKATE,arugula
SKATE,bay leaf
SKATE,"butter and butter sauces (e.g., brown butter)"
SKATE,CAPERS
SKATE,carrots
SKATE,cayenne
SKATE,celery and celery leaves
SKATE,chives
SKATE,cilantro
SKATE,clams
SKATE,cloves
SKATE,diU
SKATE,eggplant
SKATE,fennel
SKATE,garlic
SKATE,leeks
SKATE,"LEMON, juice"
SKATE,lemon balm
SKATE,lovage
SKATE,"mustard, Dijon"
SKATE,"OIL: canola, peanut, sesame, vegetable"
SKATE,OLIVE OIL
SKATE,onions
SKATE,"orange, juice"
SKATE,"parsley, flat-leaf"
SKATE,parsnips
SKATE,pasta
SKATE,"pepper: black, green, white"
SKATE,polenta
SKATE,ponzu sauce
SKATE,potatoes
SKATE,pumpkin seeds
SKATE,rosemary
SKATE,saffron
SKATE,sage
SKATE,sake
SKATE,"salt: kosher, sea"
SKATE,shallots
SKATE,shrimp
SKATE,spinach
SKATE,squid
SKATE,star anise
SKATE,tapenade
SKATE,tarragon
SKATE,thyme
SKATE,tomatoes and tomato paste
SKATE,vinaigrette
SKATE,"VINEGAR: balsamic, red wine, rice wine, sherry"
SKATE,walnuts
SKATE,"wine: dry white, red"
SLOW-COOKED,cumin
SLOW-COOKED,garlic
SLOW-COOKED,ginger
SLOW-COOKED,horseradish
SLOW-COOKED,onions
SLOW-COOKED,oregano
SLOW-COOKED,rosemary
SLOW-COOKED,shallots
SLOW-COOKED,thyme
SMOKINESS,bacon
SMOKINESS,barbecued foods
SMOKINESS,"beer, smoked"
SMOKINESS,"cheese, smoked"
SMOKINESS,"chile peppers, chipotle"
SMOKINESS,"duck, smoked"
SMOKINESS,"fish, smoked (e.g., salmon, trout)"
SMOKINESS,grilled foods
SMOKINESS,"ham, smoked"
SMOKINESS,liquid smoke
SMOKINESS,"paprika, smoked"
SMOKINESS,"salmon, smoked"
SMOKINESS,"salt, smoked"
SMOKINESS,"sausage, smoked"
SMOKINESS,"tea, Lapsang Souchong"
SMOKINESS,"whiskey, scotch"
"SNAP PEAS
(aka sugar snap peas)",carrots
"SNAP PEAS
(aka sugar snap peas)",cayenne
"SNAP PEAS
(aka sugar snap peas)",celery and celery leaves
"SNAP PEAS
(aka sugar snap peas)","chile peppers: chipotle, jalapeno"
"SNAP PEAS
(aka sugar snap peas)",chives
"SNAP PEAS
(aka sugar snap peas)",cilantro
"SNAP PEAS
(aka sugar snap peas)",clams
"SNAP PEAS
(aka sugar snap peas)",coconut
"SNAP PEAS
(aka sugar snap peas)",coriander
"SNAP PEAS
(aka sugar snap peas)",couscous
"SNAP PEAS
(aka sugar snap peas)",crab
"SNAP PEAS
(aka sugar snap peas)",cream
"SNAP PEAS
(aka sugar snap peas)",cumin
"SNAP PEAS
(aka sugar snap peas)",dill
"SNAP PEAS
(aka sugar snap peas)",fennel
"SNAP PEAS
(aka sugar snap peas)",fennel seeds
"SNAP PEAS
(aka sugar snap peas)",five-spice powder
"SNAP PEAS
(aka sugar snap peas)",GARLIC
"SNAP PEAS
(aka sugar snap peas)",ginger
"SNAP PEAS
(aka sugar snap peas)",grapefruit
"SNAP PEAS
(aka sugar snap peas)",hazelnuts
"SNAP PEAS
(aka sugar snap peas)",leeks
"SNAP PEAS
(aka sugar snap peas)","LEMON: fruit, juice, zest"
"SNAP PEAS
(aka sugar snap peas)",lemon thyme
"SNAP PEAS
(aka sugar snap peas)","lime, juice"
"SNAP PEAS
(aka sugar snap peas)",mint
"SNAP PEAS
(aka sugar snap peas)","miso: dried, white"
"SNAP PEAS
(aka sugar snap peas)","mushrooms: cepes, chanterelles"
"SNAP PEAS
(aka sugar snap peas)","mustard, Dijon"
"SNAP PEAS
(aka sugar snap peas)","OIL: canola, com, grapeseed, vegetable"
"SNAP PEAS
(aka sugar snap peas)",OLIVE OIL
"SNAP PEAS
(aka sugar snap peas)","olives: black, kalamata"
"SNAP PEAS
(aka sugar snap peas)","onions: red, white"
"SNAP PEAS
(aka sugar snap peas)","orange: juice, zest"
"SNAP PEAS
(aka sugar snap peas)",papaya
"SNAP PEAS
(aka sugar snap peas)",paprika
"SNAP PEAS
(aka sugar snap peas)","parsley, flat-leaf"
"SNAP PEAS
(aka sugar snap peas)","peas, sugar snap"
"SNAP PEAS
(aka sugar snap peas)","pepper: black, white"
"SNAP PEAS
(aka sugar snap peas)",pesto
"SNAP PEAS
(aka sugar snap peas)","pistachios, esp. as crust"
"SNAP PEAS
(aka sugar snap peas)",port
"SNAP PEAS
(aka sugar snap peas)",potatoes
"SNAP PEAS
(aka sugar snap peas)",red pepper flakes
"SNAP PEAS
(aka sugar snap peas)",rice
"SNAP PEAS
(aka sugar snap peas)",rosemary
"SNAP PEAS
(aka sugar snap peas)",saffron
"SNAP PEAS
(aka sugar snap peas)","SALT: kosher, sea"
"SNAP PEAS
(aka sugar snap peas)","sauces: brown butter,"
"SNAP PEAS
(aka sugar snap peas)","hollandaise, romesco sausage, esp. spicy"
"SNAP PEAS
(aka sugar snap peas)",scallions
"SNAP PEAS
(aka sugar snap peas)",seaweed (for presentation)
"SNAP PEAS
(aka sugar snap peas)",sesame
"SNAP PEAS
(aka sugar snap peas)",shallots
"SNAP PEAS
(aka sugar snap peas)",shrimp
"SNAP PEAS
(aka sugar snap peas)",spinach
"SNAP PEAS
(aka sugar snap peas)",star anise
"SNAP PEAS
(aka sugar snap peas)","stocks: chicken, fish"
"SNAP PEAS
(aka sugar snap peas)",sugar
"SNAP PEAS
(aka sugar snap peas)",sweet potatoes
"SNAP PEAS
(aka sugar snap peas)",tarragon
"SNAP PEAS
(aka sugar snap peas)",thyme
"SNAP PEAS
(aka sugar snap peas)","TOMATOES: canned, fresh, paste"
"SNAP PEAS
(aka sugar snap peas)",turnips
"SNAP PEAS
(aka sugar snap peas)","vinegar, red wine, sherry, white"
"SNAP PEAS
(aka sugar snap peas)","wine, dry white"
SOLE,artichokes
SOLE,asparagus
SOLE,"basil: sweet, lemon"
SOLE,bass
SOLE,bay leaf
SOLE,"beans, fava"
SOLE,bread crumbs
SOLE,"BUTTER, unsalted"
SOLE,buttermilk
SOLE,capers
SOLE,carrots
SOLE,cayenne
SOLE,celery and celery leaves
SOLE,chervil
SOLE,CHIVES
SOLE,coriander
SOLE,cornmeal
SOLE,couscous
SOLE,cream
SOLE,dill
SOLE,endive
SOLE,French cuisine
SOLE,garlic
SOLE,ginger
SOLE,"greens, collard"
SOLE,"LEMON: juice, slices"
SOLE,lobster
SOLE,mayonnaise
SOLE,Mediterranean cuisine
SOLE,milk
SOLE,"mint, esp. spearmint"
SOLE,"mushrooms: button, morels"
SOLE,mussels
SOLE,noodles
SOLE,"oil: canola, com, grapeseed, olive, peanut, vegetable"
SOLE,olive oil
SOLE,"onions, esp. white"
SOLE,oysters
SOLE,paprika
SOLE,"PARSLEY, flat-leaf"
SOLE,peas
SOLE,"PEPPER: black, pink, white"
SOLE,potatoes
SOLE,quince
SOLE,ramps
SOLE,salmon
SOLE,"SALT: kosher, sea"
SOLE,"sauces: brown butter, hollandaise"
SOLE,SHALLOTS
SOLE,shrimp
SOLE,spinach
SOLE,star anise
SOLE,"stock, fish"
SOLE,TARRAGON
SOLE,thyme
SOLE,tomatoes
SOLE,truffles
SOLE,"vinegar, balsamic"
SOLE,watercress
SOLE,"WINE, DRY WHITE (e.g., Chablis)"
SORREL,almonds
SORREL,apples
SORREL,avocados
SORREL,bacon
SORREL,basil
SORREL,"BUTTER, UNSAITED"
SORREL,carrots
SORREL,caviar
SORREL,chard
SORREL,"CHEESE: Emmental, goat, Gruyere, Parmesan, pecorino, ricotta, Swiss"
SORREL,chervil
SORREL,chicken
SORREL,chives
SORREL,cilantro
SORREL,collard greens
SORREL,CREAM
SORREL,creme fraiche
SORREL,cucumbers
SORREL,dandelion greens
SORREL,dill
SORREL,"EGGS: egg-based dishes, omelets"
SORREL,escarole
SORREL,FISH
SORREL,French cuisine
SORREL,garlic
SORREL,grapes
SORREL,greens
SORREL,leeks
SORREL,"lemon, juice"
SORREL,lemon verbena
SORREL,"lentils, esp. green"
SORREL,lettuce
SORREL,lovage
SORREL,marinades
SORREL,meats
SORREL,mint
SORREL,mushrooms
SORREL,mussels
SORREL,mustard
SORREL,nutmeg
SORREL,olive oil
SORREL,onions
SORREL,paprika
SORREL,"parsley, flat-leaf"
SORREL,parsnip
SORREL,"pepper: black, white"
SORREL,pork
SORREL,"potatoes, esp. new, russet"
SORREL,poultry
SORREL,rice
SORREL,salads (say some)
SORREL,salmon
SORREL,"salmon, smoked"
SORREL,salt
SORREL,"sauces, cream"
SORREL,seafood
SORREL,shad
SORREL,shallots
SORREL,shellfish
SORREL,"SOUPS, esp. creamy vegetable"
SORREL,sour cream
SORREL,SPINACH
SORREL,"STOCKS: chicken, veal, vegetable"
SORREL,stuffings
SORREL,tarragon
SORREL,tea sandwiches
SORREL,"thyme, lemon"
SORREL,tomatoes
SORREL,trout
SORREL,veal
SORREL,vegetarian dishes
SORREL,"vinegar, red wine"
SORREL,watercress
SORREL,"wine, dry white"
SOUR CREAM,"baked goods (e.g., cakes, cookies)"
SOUR CREAM,borscht
SOUR CREAM,caviar
SOUR CREAM,desserts
SOUR CREAM,dill
SOUR CREAM,dips
SOUR CREAM,"European cuisine, esp. eastern and northern"
SOUR CREAM,fruit
SOUR CREAM,horseradish
SOUR CREAM,Hungarian cuisine
SOUR CREAM,"lemon, juice"
SOUR CREAM,mustard
SOUR CREAM,paprika
SOUR CREAM,pepper
SOUR CREAM,"potatoes, esp. baked"
SOUR CREAM,Russian cuisine
SOUR CREAM,salads and salad dressings
SOUR CREAM,sauces
SOUR CREAM,Scandinavian cuisine
SOUR CREAM,soups
SOURNESS,"apples, tart (e.g., Granny Smith, Winesap)"
SOURNESS,blackberries
SOURNESS,buttermilk
SOURNESS,caraway seeds
SOURNESS,"cheese, sour (e.g., chevre, other goat cheese)"
SOURNESS,"cherries, sour"
SOURNESS,citrus
SOURNESS,cloves
SOURNESS,coriander
SOURNESS,cornichons
SOURNESS,cranberries
SOURNESS,cream cheese
SOURNESS,cream oftartar
SOURNESS,creme fraiche
SOURNESS,currants
SOURNESS,fermented foods
SOURNESS,"fruits: sour, unripened"
SOURNESS,galangal
SOURNESS,ginger
SOURNESS,grapefruit
SOURNESS,"grapes, green"
SOURNESS,kaffir lime
SOURNESS,kiwi fruit
SOURNESS,kumquats
SOURNESS,"lemon: juice, zest"
SOURNESS,"lemon, preserved"
SOURNESS,lemongrass
SOURNESS,"lime: juice, zest"
SOURNESS,"milk, goafs"
SOURNESS,miso
SOURNESS,"mushrooms, enoki"
SOURNESS,"orange: juice, zest"
SOURNESS,pickled foods
SOURNESS,"plums, esp. unripe"
SOURNESS,ponzu
SOURNESS,quince
SOURNESS,rhubarb
SOURNESS,rose hips
SOURNESS,"sauces, reduced-wine"
SOURNESS,sauerkraut
SOURNESS,sorrel
SOURNESS,sour cream
SOURNESS,soy sauce
SOURNESS,sumac
SOURNESS,tamarind
SOURNESS,"tomatoes, esp. green"
SOURNESS,veijus
SOURNESS,vinegars
SOURNESS,whey
SOURNESS,"wine, dry"
SOURNESS,yogurt
SOURNESS,yuzu
"SOUTHEAST ASIAN
CUISINES",hile peppers
"SOUTHEAST ASIAN
CUISINES",coconut milk
"SOUTHEAST ASIAN
CUISINES",curries
"SOUTHEAST ASIAN
CUISINES",fish sauce
"SOUTHEAST ASIAN
CUISINES",galangal
"SOUTHEAST ASIAN
CUISINES",ginger
"SOUTHEAST ASIAN
CUISINES",lemongrass
"SOUTHEAST ASIAN
CUISINES",lime
"SOUTHEAST ASIAN
CUISINES",mint
"SOUTHEAST ASIAN
CUISINES",soy sauce
"SOUTHEAST ASIAN
CUISINES",sugar
"SOUTHEAST ASIAN
CUISINES",tamarind
"SOUTHEAST ASIAN
CUISINES","vegetables: fresh, fermented"
"SOUTHERN CUISINE
(AMERICAN)","baked goods, e.g., biscuits"
"SOUTHERN CUISINE
(AMERICAN)",barbecue
"SOUTHERN CUISINE
(AMERICAN)",black-eyed peas
"SOUTHERN CUISINE
(AMERICAN)","chicken, esp. fried"
"SOUTHERN CUISINE
(AMERICAN)",gravy
"SOUTHERN CUISINE
(AMERICAN)","greens, esp. collard"
"SOUTHERN CUISINE
(AMERICAN)",grits
"SOUTHERN CUISINE
(AMERICAN)",ham
"SOUTHERN CUISINE
(AMERICAN)",pies
"SOUTHERN CUISINE
(AMERICAN)",pork
"SOUTHERN CUISINE
(AMERICAN)",potatoes
"SOUTHERN CUISINE
(AMERICAN)",rice
"SOUTHERN CUISINE
(AMERICAN)",sweet potatoes
"SOUTHERN CUISINE
(AMERICAN)","tea: iced, sweet"
"SOUTHWESTERN
CUISINE (AMERICAN)",avocados
"SOUTHWESTERN
CUISINE (AMERICAN)",beans
"SOUTHWESTERN
CUISINE (AMERICAN)",beef
"SOUTHWESTERN
CUISINE (AMERICAN)",cheese
"SOUTHWESTERN
CUISINE (AMERICAN)",chicken
"SOUTHWESTERN
CUISINE (AMERICAN)",chiles
"SOUTHWESTERN
CUISINE (AMERICAN)",chocolate
"SOUTHWESTERN
CUISINE (AMERICAN)",cilantro
"SOUTHWESTERN
CUISINE (AMERICAN)",cinnamon
"SOUTHWESTERN
CUISINE (AMERICAN)",com
"SOUTHWESTERN
CUISINE (AMERICAN)",limes
"SOUTHWESTERN
CUISINE (AMERICAN)",nuts
"SOUTHWESTERN
CUISINE (AMERICAN)",onions
"SOUTHWESTERN
CUISINE (AMERICAN)",pork
"SOUTHWESTERN
CUISINE (AMERICAN)",rice
"SOUTHWESTERN
CUISINE (AMERICAN)",squash
"SOUTHWESTERN
CUISINE (AMERICAN)",tomatoes
"SOUTHWESTERN
CUISINE (AMERICAN)",tortillas
SOY SAUCE,basil
SOY SAUCE,beef
SOY SAUCE,broccoli
SOY SAUCE,chicken
SOY SAUCE,Chinese cuisine
SOY SAUCE,coriander
SOY SAUCE,"fish: cooked, raw"
SOY SAUCE,garlic
SOY SAUCE,ginger
SOY SAUCE,honey
SOY SAUCE,Japanese cuisine
SOY SAUCE,Korean cuisine
SOY SAUCE,lime juice
SOY SAUCE,"lobster, raw"
SOY SAUCE,marinades
SOY SAUCE,meats
SOY SAUCE,mirin
SOY SAUCE,molasses
SOY SAUCE,orange zest
SOY SAUCE,peanuts
SOY SAUCE,red pepper flakes
SOY SAUCE,salt
SOY SAUCE,scallions
SOY SAUCE,seafood
SOY SAUCE,sesame oil
SOY SAUCE,sugar
SOY SAUCE,wasabi
SPANISH CUISINE,almonds
SPANISH CUISINE,anchovies
SPANISH CUISINE,bay leaf
SPANISH CUISINE,bread
SPANISH CUISINE,chorizo
SPANISH CUISINE,custards
SPANISH CUISINE,eggs
SPANISH CUISINE,fish
SPANISH CUISINE,fruits
SPANISH CUISINE,garlic
SPANISH CUISINE,"ham, Serrano"
SPANISH CUISINE,hazelnuts
SPANISH CUISINE,lemon
SPANISH CUISINE,"meats, esp. roasted"
SPANISH CUISINE,olive oil
SPANISH CUISINE,olives
SPANISH CUISINE,onion
SPANISH CUISINE,orange
SPANISH CUISINE,"paprika, sweet"
SPANISH CUISINE,parsley
SPANISH CUISINE,"peppers, esp. guindilla or piquillo, esp. roasted"
SPANISH CUISINE,pine nuts
SPANISH CUISINE,pomegranates
SPANISH CUISINE,pork
SPANISH CUISINE,rice
SPANISH CUISINE,roasts
SPANISH CUISINE,saffron
SPANISH CUISINE,shellfish
SPANISH CUISINE,sherry
SPANISH CUISINE,soups
SPANISH CUISINE,stews
SPANISH CUISINE,thyme
SPANISH CUISINE,tomatoes
SPANISH CUISINE,vanilla
SPANISH CUISINE,vegetables
SPANISH CUISINE,"vinegar, sherry"
SPANISH CUISINE,walnuts
SPINACH (See also Greens — In General),almonds
SPINACH (See also Greens — In General),anchovies
SPINACH (See also Greens — In General),apples
SPINACH (See also Greens — In General),bacon
SPINACH (See also Greens — In General),basil
SPINACH (See also Greens — In General),"*BUTTER, unsalted"
SPINACH (See also Greens — In General),cayenne
SPINACH (See also Greens — In General),chard
SPINACH (See also Greens — In General),"CHEESE: aged, Comte, Emmental, feta, goat, Parmesan, ricotta"
SPINACH (See also Greens — In General),"chicken, esp. grilled"
SPINACH (See also Greens — In General),chickpeas
SPINACH (See also Greens — In General),chives
SPINACH (See also Greens — In General),crab
SPINACH (See also Greens — In General),CREAM I MILK
SPINACH (See also Greens — In General),cream cheese
SPINACH (See also Greens — In General),creme fraiche
SPINACH (See also Greens — In General),cumin
SPINACH (See also Greens — In General),curry
SPINACH (See also Greens — In General),din
SPINACH (See also Greens — In General),"eggs, esp. hard-boiled"
SPINACH (See also Greens — In General),fennel
SPINACH (See also Greens — In General),"fish (e.g., striped bass)"
SPINACH (See also Greens — In General),French cuisine
SPINACH (See also Greens — In General),GARLIC
SPINACH (See also Greens — In General),ginger
SPINACH (See also Greens — In General),"greens, collard"
SPINACH (See also Greens — In General),Indian cuisine
SPINACH (See also Greens — In General),Italian cuisine
SPINACH (See also Greens — In General),Japanese cuisine
SPINACH (See also Greens — In General),"lamb, esp. grilled"
SPINACH (See also Greens — In General),"lemon, juice"
SPINACH (See also Greens — In General),lentils
SPINACH (See also Greens — In General),lovage
SPINACH (See also Greens — In General),marjoram
SPINACH (See also Greens — In General),mascarpone
SPINACH (See also Greens — In General),"mint, esp. spearmint"
SPINACH (See also Greens — In General),"mushrooms, esp. shiitake"
SPINACH (See also Greens — In General),"mustard, Dijon"
SPINACH (See also Greens — In General),mustard seeds
SPINACH (See also Greens — In General),NUTMEG
SPINACH (See also Greens — In General),"OIL: canola, peanut, sesame, vegetable, walnut"
SPINACH (See also Greens — In General),olive oil
SPINACH (See also Greens — In General),"onions, esp. sweet"
SPINACH (See also Greens — In General),pancetta
SPINACH (See also Greens — In General),"paprika, sweet"
SPINACH (See also Greens — In General),parsley
SPINACH (See also Greens — In General),pasta
SPINACH (See also Greens — In General),pecans
SPINACH (See also Greens — In General),"PEPPER: black, white"
SPINACH (See also Greens — In General),pesto
SPINACH (See also Greens — In General),pine nuts
SPINACH (See also Greens — In General),potatoes
SPINACH (See also Greens — In General),prosciutto
SPINACH (See also Greens — In General),quince
SPINACH (See also Greens — In General),raisins
SPINACH (See also Greens — In General),red pepper flakes
SPINACH (See also Greens — In General),saffron
SPINACH (See also Greens — In General),"SAIT: kosher, sea"
SPINACH (See also Greens — In General),salt cod
SPINACH (See also Greens — In General),"sauces: bechamel, Mornay"
SPINACH (See also Greens — In General),scallions
SPINACH (See also Greens — In General),SESAME SEEDS
SPINACH (See also Greens — In General),shallots
SPINACH (See also Greens — In General),shrimp
SPINACH (See also Greens — In General),smoked salmon
SPINACH (See also Greens — In General),sorrel
SPINACH (See also Greens — In General),sour cream
SPINACH (See also Greens — In General),soy sauce
SPINACH (See also Greens — In General),"stocks: chicken, vegetable"
SPINACH (See also Greens — In General),sugar (pinch)
SPINACH (See also Greens — In General),Tabasco sauce
SPINACH (See also Greens — In General),"thyme, fresh"
SPINACH (See also Greens — In General),tomatoes
SPINACH (See also Greens — In General),tuna
SPINACH (See also Greens — In General),"vinaigrette, esp. sherry"
SPINACH (See also Greens — In General),"VINEGAR: balsamic, cider, redwine, rice wine, sherry"
SPINACH (See also Greens — In General),walnuts
SPINACH (See also Greens — In General),yogurt
SPRING,artichokes (peak: March-April)
SPRING,"asparagus: green, purple, white (peak: April)"
SPRING,"beans, fava (peak: April-June)"
SPRING,cauliflower (peak: March)
